,one,two,three,four
0,-1.2851471840458542,-0.8276732945284806,-0.09235570605367109,-0.17508489936555396
1,-0.17621831507798427,-0.7168733479012533,1.153095018307346,-1.0375604816030053
2,0.050476749887581114,0.5873480373280502,0.5268249575350992,-0.34782845330394535
3,0.7074769109519733,-0.6186814203624645,-0.2153494392463919,-0.3343578411427004
4,-0.0007186015891012473,1.4929692623155952,0.44886061775825,1.40146856476365
5,-1.0899208487810956,0.707298707958326,0.8521244677725045,-0.44866982345069245
6,-0.6642037254295036,-0.2926354095128569,-1.9658028385722695,1.3233905986353929
7,-0.8691615176056217,-1.206478616236847,-2.1957757069991484,-0.08236780287206394
8,-0.05424044423117506,-0.21756578670442897,0.5651694214249997,0.2803717185839278
9,-0.6823909064824981,0.33616501123941944,-1.457448139476622,-1.3148334664945605
10,-0.6271442331722514,-0.9592475261436364,-0.9608514115682,-1.4130288501429478
11,-1.3615047828902904,0.630677393614108,2.0600163685856,0.16891436483329303
12,0.18225474129894767,-0.8944594616083219,0.34789482486633067,0.18093733525042904
13,-0.1934950133245053,-0.296596914668136,-0.2039378648734405,-0.08854557556621237
14,0.0476708629002004,-1.9649138825325767,-1.066540876894894,0.10070689630020906
15,0.2894098216062641,-0.24309836739436855,-1.5450991078222103,-0.7048906374353867
16,0.26375882679022367,-0.5525552341901515,0.3186057965640939,-0.37065178401336707
17,0.4645469037049996,0.34524044050187513,-0.052296247853566645,0.777047265217662
18,2.268274957459001,-1.3105702380951418,-0.6473286089239689,0.7126632931323061
19,-0.21711143751582024,-0.3036200387735943,0.38960108151195605,-1.1456831164484491
20,-0.09475806070240302,-0.16278218359329497,-0.23220342950874945,-1.28189338077981
21,1.292329880042512,0.4331209784085067,-0.6850275540164086,-0.16574678076947244
22,2.300072479264828,0.29288809556691003,-0.8969387595111337,-0.3583310926724463
23,0.6167829933491503,1.9223042842173275,-1.0605804996865766,-0.44125902615754653
24,0.4302345021330543,0.5607277875075939,-0.3278238196665982,-0.2446029113478108
25,-2.2420646266038635,2.460315315519165,1.027016330543634,0.23905527185152584
26,-1.4017876824263442,0.08299436033850223,0.33267677780581456,0.8789512594016368
27,-1.3136662499441276,0.04756067252186132,-1.2495488525424272,-0.23323546707500042
28,-0.16559225224638693,-0.3237296492094324,-0.4278072836026841,0.2554408625886616
29,-0.4220316856620253,0.4990087986991939,-0.7874320130193128,1.9204733827069875
30,-0.6199268828372175,-0.8202924591104853,0.6332799611736639,-1.5663690684327867
31,0.12864803565709848,0.8233366103017126,-0.001370788181023631,1.0711885147956237
32,-0.38165425508948486,-0.5304541020738737,-0.051043488111252804,-0.41712444585856134
33,-0.254284333572906,-1.2846412547485744,-1.8207283755085704,0.3717459520716559
34,-0.678605778083767,0.7271468389512942,0.8298098134683545,-0.3817656080825746
35,-0.7756915577088902,0.621944921672263,0.8742013594016623,-0.6015625107973336
36,-1.3410484174995547,-1.4989757634173713,-0.3835975024820851,0.24260474410511443
37,1.144661707769537,0.12036616515416564,-0.6406136905425531,0.5726281798473849
38,-0.7775338619957747,-0.15848150109601417,-0.01915548089347175,1.1969727751909947
39,1.3961109815256105,0.16087037992182143,-0.2984564166821208,-0.2533016766548619
40,0.46178101467859217,-0.7266714475360939,-0.04381665542208975,-0.7364585843741659
41,0.9872210593474484,-0.27969242605952765,-0.4494370225659535,0.8659269879022058
42,0.3124805140966673,-0.3165126657719481,0.2319531764671751,-0.10310616655592617
43,-0.29893627905314085,-1.6650356349241737,0.2323392154013324,-1.7390778162983016
44,-0.3394491711714301,-0.21590486807889647,0.3283633016871342,0.5949543042794394
45,1.0400909804081964,1.72545979812882,-0.7271758814333055,0.6598117856645491
46,1.3826685532813339,-1.7037279728246868,0.046203846028531975,-0.5144079129949347
47,-1.233435110656349,-0.59455165650645,-2.6870235125825164,-0.5631930728439959
48,0.9452635471215631,1.8559206757002291,1.755636640640769,-1.2158983880844472
49,-2.2153238212814736,-2.2246079684933364,1.670888748154833,0.6872101344280291
50,1.6853878900674213,-0.3818445331859904,-0.22946643287891066,-1.109776220896256
51,-1.2471023950118967,1.2140234732983188,-0.5466512978647818,-0.7079372144102977
52,-0.30841819166054957,1.8421381748199421,1.1783235891599046,-0.2197351909235565
53,-1.7022116312303937,3.3223945219497955,-0.9215273149721277,0.5601037618172886
54,-0.16591041447064528,0.3797939170166269,-0.29017697959875954,-0.3370975878100101
55,0.13304246256273694,0.21467418627436372,-1.3505802957168458,-0.39946349666460335
56,-0.1305057305414556,1.5389813561247125,0.08926053356201923,0.13640665234250057
57,1.1208216630923935,-1.010152040174919,-1.214525817137338,-0.9224743387257287
58,-0.34397087254596065,-0.3304788918089064,0.0821346430629516,2.0766101533324446
59,0.6216372866935831,0.13991203949951697,-1.3792163352866211,-0.006106705230832401
60,-2.6395433507527737,-0.05228774427852599,-1.3359725487819678,0.33041574276911856
61,0.7632053512341633,-1.1178746349184956,1.0729830940055032,0.9582103408241996
62,-0.6345835088234515,-0.47196285695783485,-0.7348804773850038,0.1646858086671695
63,1.453804181148489,1.344756194832731,0.9044043554152899,-0.7925328286693611
64,-1.048238449586572,0.9305521022049146,-1.5419590039896607,0.39303068399385643
65,1.2329939508889902,-0.23377678774903615,1.6344295216910916,-2.744439341200847
66,-1.4586064047078013,0.1773603144147162,-1.696615894929671,-0.6604879475061037
67,0.7620808127908886,0.2607651348780635,-0.4701094861603983,-1.5243220506994586
68,2.098665256609797,0.15146856995691152,0.48165175858686876,-0.5429235954613001
69,1.2386941744269344,1.564702100941461,0.9847256507778618,0.3479674949947203
70,0.5787975096041088,-0.63251914746507,-2.2099797975511684,-0.24589914998307233
71,-1.645742173885527,-1.359277307037754,-0.7976896214972922,-0.31062647911374214
72,1.2274766969123363,-0.23053290830507517,-0.5441691071413571,0.2694998196335719
73,0.6307638533009574,-1.13882139385907,0.12106543295351817,-0.11205117407103951
